title,lyrics,artist
PYAAR HUMARA,"
Yeah, yeah, yeah, yeah
Yeah
Yeah, yeah, yeah

प्यार हमारा हुआ बेवफा तो पूरे शहर में चर्चे हुए (Yeah, yeah)
कोई लौटा दो बीते हुए पल, मेरे हिस्से के खर्चे हुए (Yeah, yeah)

देख तबाही, इलाही, जख्म देते हुए गिना नहीं
कितने दिनों से वो मिला नहीं, कहाँ है?
मैं इतना भी बुरा नहीं के रोते हुआ देखा और हिला नहीं
आँखें तेरी पोछी मैंने, भुला नहीं
सब जवाँ है
है ना, है ना तेरे आने का जश्न
ना जाने का जख्म, ना है कोई भरम
देख लो ना, कैसी सी आई है
हाथों में बह गई, वापस ना भर पाए हम

प्यार हमारा हुआ बेवफा तो पूरे शहर में चर्चे हुए (Yeah, yeah)
कोई लौटा दो बीते हुए पल, मेरे हिस्से के खर्चे हुए (Yeah)
You might also like
मैंने सोचा हुआ था क्या? और क्या ही हो गया?
जो भी कुछ बची-खुची थी, थोड़ी खुशी थी
वो लूट गई सारी
देखा धुआ-धुआ सा था, मेरी आँखों में रह गया
तू जाने फिर कहाँ गई? मुझे नहीं दिखी ये
है असली कहानी
बोल दूँ क्या जो दिल पे आई है?
सालों से है दबी, अब ना रख पाए हम
देख लो ना, कड़वी सच्चाई है
इश्क किश्तों में मिला, थोड़ा ही कर पाए हम

प्यार हमारा हुआ बेवफा तो पूरे शहर में चर्चे हुए (Yeah, yeah)
कोई लौटा दो बीते हुए पल, मेरे हिस्से के खर्चे हुए",King
Baazi,"Hum tumse jab miley
Milte hi rahe
Tumhe dekhke
Mujhe lagta hai
Mere dil ko ek
Mili hain shaanti
Kaafi hum firey
Tum tab jaake miley
Lagta nahi ye sach hai ya
Koi khwaab hai mera to fanna kardo
Aur

Nikalke tu sach me aja
Is duniya se mujhko churaja
Janti abhi kya ho tum mere pyaar ko
Ke mere jaisa koi nahi hai
Ye meri hoke sabko bataja

Tum dekhlo
Hai aakhri
Kheli maine
Hai ye baazi
Tumhe jeet lun
Khud haar ke
Main bas ruka hun
Tum kab ho raazi
You might also like
Baadalon se parey ek jahaan hai
Kya jaana tum vahaan pe rehti ho?
Vahan pe rehti ho!
Maine suna hai ke dil ko sambhaalе tum kabse yaha pe baithi ho
Yaha pe baithi ho
Jo khaa chuka hun chotеin unko tum shafa kardo
Aur

Nikalke tu sach me aja
Is duniya se mujhko churaja
Janti abhi kya ho tum mere pyaar ko
Ke mere jaisa koi nahi hai
Ye meri hoke sabko bataja

Tum dekhlo
Hai aakhri
Kheli maine
Hai ye baazi
Tumhe jeet lun
Khud haar ke
Bas main ruka hun
Tum kab ho raazi",King
Pablo,"Khoobsurati rakho tum
Aisi cheezein mere kaam ki nahi (Wo-ooooo)
Main bas ginta hun note meri jaan
Kya tu jaanti nahi? (Wo-ooooo)
Khoobsurati rakho tum
Aisi cheezein mere kaam ki nahi (Wo-ooooo)
Main bas ginta hun note meri jaan
Kya tu jaanti nahi? (Wo-ooooo)

Fuck number plate'a mainu face toh pehchaan de sabhi (Wo-ooooo)
Tere maape kehnde munda'n badnaam aur tu maandi nahi (Wo-ooooo)

Panja rakhan race pe toh bhaagi meri gaadi
Yaar the kameen, saari bandiyan thi pyaari
Main chaap raha note roj karun manmaani
Baaki saare kare rap, main toh karun kalakaari
Fuck chhoti baaton ka koi bhi mol nahi hai
Paisa karun roll joint waala role nahi hai
I'm just your body my brothers I'm livin' through

Mujhe sunne waale bande saare kehnde
Don't stop, don't stop
Wanna see you on the top
Chaahe life ho ya stage
Dono karda'ya rock
Maine vekhan tu hit pе hit maarda hoya
Badi chetti paa lena tu bai number onе spot
You might also like
Woah, main aisi gully gaya nahi aaj tak
Jahan zameer deke ho jaata hai kaam bada
Aaj meri kamiyan bhi khoobiyon si lagti hai
Bade bhi puche jab ho jaata hai naam bada
Insta pe naam ifeelking
Mujhe sunne waala har banda kare feel king
Jo bhi banda peeche chhod kehti wanna feel king
Sach kahun, you not a keeper you a deal thing
Oh kehndi mainu vekh soniyan
Main kisi hor layi sajdi nahi
Ankhan sek sohniyan
Kyun pyaar karda nahi?

Khoobsurati rakho tum
Aisi cheezein mere kaam ki nahi (Wo-ooooo)
Main bas ginta hun note meri jaan
Kya tu jaanti nahi? (Wo-ooooo)

Fuck number plate'a mainu face toh pehchaan de sabhi (Wo-ooooo)
Tere maape kehnde munda'n badnaam aur tu maandi nahi (Wo-ooooo)

Maine kari jitni mehnat utni khuli taqdeer
Main karun moti deal'e kyun ki saath waale heere
Koi aaya tha nahi banane meri keesmat
Khud haatho ko uthaake saali kheechdi laqeer
Kehte, main gaane nahi, banata drug
Main rakhoon pair shutdown club
Pop champagne middle fingers up, mother fuck
Mujhe chahne waali bandi saari kehndi
Don't stop, don't stop
Wanna see you on the top
Chaahe bed ho ya stage
Dono karna'ya rock
Maine vekhan tu chalngiyan haa maarda hoya
Badi cheeti paa lena tu baby number one spot

Woah, maine dekhe log pohchde imaan pe
Bike maashuqe bhi kodiyon ke daam pe
Jahan saath khada dikhta na koi
Wahan baji siki kasar bhaiyon ke naam pe
Aur kitna udaaya paisa
Maine dekhi ni shakal
Main kaise kamaya itna zyada, bhedo na akal
Padta kaam toh karlo baat inki fate toh bole baap
Raja chutiyon ki zindagi me deta ni dakhal

Oh kehndi mainu vekh soniyan
Main kisi hor layi sajdi nahi
Ankhan sek sohniyan
Tu pyaar karda nahi?
Khoobsurati rakho tum
Aisi cheezein mere kaam ki nahi (Wo-ooooo)
Main bas ginta hun note meri jaan
Kya tu jaanti nahi? (Wo-ooooo)
Khoobsurati rakho tum
Aisi cheezein mere kaam ki nahi (Wo-ooooo)
Main bas ginta hun note meri jaan
Kya tu jaanti nahi? (Wo-ooooo)

Fuck number plate'a mainu face toh pehchaan de sabhi (Wo-ooooo)
Tere maape kehnde munda'n badnaam aur tu maandi nahi (Wo-ooooo)",King
Dracula,"आज रातों में निकलेगी गाड़ी
जेबों में हैं पैसा अंधा पर दिल है खाली
जाना तेरी यादें मुझे छोड़ के नी जारी
कोई तो मिटादो
आज रातों में निकलेगी गाड़ी
जेबों में हैं पैसा अंधा पर दिल है खाली
जाना तेरी यादें मुझे छोड़ के नी जारी
कोई तो मिटादो

ये कैसा बनाया खेल के जल गए हमदोनों
ये कैसा कराया मेल बिछड़ गए हमदोनों
हुआ किस्मत का था फेर ना घर गए हुमदोनों
आज मैं बन गया वो इंसान के दर गए हुमदोनों
एह
सुना है मैंने मेले लगते है दुनिया में
बुरा करें तो सच्ची नज़रें नी मिलती
अब हमसे वो भी साले नजरों के शेर कहें
दफन बंदो की जीन्हे कबरें नी दिखती
आज किंग तेरा जहा खड़ा चक्का जाम
तोरा है पूरा मेरी ज़िंदगी नई आम
अफवाओ पे क्यू रखती नज़र
मेरी बाहों में पड़ा है
सच पूरा सरे आम
You might also likeमेरी आँखें है लाल जैसे सदियो से सोयी ना हो
दिखूँ मैं खुश जैसे कोई चीज़ खोई ना हो
आके सुनादों कोई ये सच्ची खबर
वो मुझे छोड़ के है खुश
मेरे लिए कभी रोई ना हो
हा मुझे याद तेरे बिना क्या सफर रहा
मैं वफादार बस इस बात का सबर रहा
सुना अफवाह ये निक्ली सच तेरी ज़िंदगी में
मैं रहा नहीं पर मेरे नाम का असर रहा

ओह आज काफी दुखा मन है
ओह नशा पूरा आंखे भंड है
ओह सब जानते ये बात राजा
तेरे लिए हुआ बदनाम मेरी जाना

आज रातों में निकलेगी गाड़ी
जेबों में हैं पैसा अंधा पर दिल है खाली
जाना तेरी यादें मुझे छोड़ के नी जारी
कोई तो मिटादो
आज रातों में निकलेगी गाड़ी
जेबों में हैं पैसा अंधा पर दिल है खाली
जाना तेरी यादें मुझे छोड़ के नी जारी
कोई तो मिटादो
ओह आज काफी दुखा मन
ओह नशा पूरा आंखे भंड
ओह सब जानते ये बात राजा
तेरे लिए हुआ बदनाम
ओह आज काफी दुखा मन
ओह नशा पूरा आंखे भंड
ओह सब जानते ये बात राजा
तेरे लिए हुआ बदनाम मेरी जाना",King
She Don’t Give A Fuck,"And this goes of for all the beautiful ladies in this world
Who got a dream
A dream to fly high
Where nobody gonna stop you
Nobody gonna tell you what to do what to not
And those goes all for you baby
Ain't nobody gonna stop you
King

Oh sari duniya to vakh
Kendi i don’t give a fuck
Akha vich armaan odha
Kadde jaave na oh thakk
Wohoho

Sari duniya ko baatein khaati teri teri
Jab kardi tu baatein bass teri teri
Jo sochein tera armaan chhota
Aaj unko bataade ye
Ke tu rukti nahi hai
Ke tu tut’ti nahi hai
Waise aage jhuki hongi apsara
Raani jhukti nahi hai
You might also likeUsey kabhi maine bheed me na dekha
Vo rehti kinaaron main
Vo chamkili cheezon pe kya maregi
Jo khud hai sitaaron main
Aajkal chhapein khabre teri
Ye duniya wale akhbaaron mein
Pehnti hai chhote kapde bohot
Aur ghume lambi caaron mein

Par baby duniya to vakh
Kendi i don’t give a fuck
Akhaan vich armaan odha
Kadde jaave na oh thakk
Wohoho

Pairon pe jhanjhar nahi hai teri bediyaan
Jahan tu bolegi vahi pe lage gediyaan
Tu bass ese logon se ni darna
Jo tujhe kabhi na de aage badhna
Ye teri galti nahi hai
Ye duniya waalon ki kami hai
Jo teri khushiyon mein shaamil nahi
Saale jalte vahi hain
Usey kabhi maine padhte na dekha
Faltu baaton mein
Vo haske sabse hai milti
Aur roti raaton mein
Aajkal chhapein khabrein teri
Ye duniya waale akhbaaron mein
Kehte sali mein ghamand hai bada
Bethe naami kalakaaron mein

Par baby duniya to vakh
Kendi i don’t give a fuck
Akhaan vich armaan odha
Kadde jaave na oh thakk
Par baby duniya to vakh
Kendi i don’t give a fuck
Akhaan vich armaan odha
Kadde jaave na oh thakk
Woah-oh.....
Ain't nobody can stop you
Ain't nobody can hold you
Ain't nobody can tell you
I just wanna say it to you
Tera jeene ka poora haq
I know tu deti nahi fuck
Ye jaana poora asmaan tera
Main bss kehna best of luck!",King
Sinner,"Okay, yeah
Okay
King is in the building
Aye

Haatho me jaam hai
Hum roj peete hai par dil nahi bhara
Jhele nuksaan hai par kisi ka cheen apna fayda ni kara
(Aye, aye, krrrraaaa)
Haatho me jaam hai
Hum roj peete hai par dil nahi bhara (He-he-hey)
Jhele nuksaan hai par kisi ka cheen apna fayda ni kara (He-he-hey)
Qatleaam hai, jinhone ne bhi peeche mere vaar hai kara (He-he-hey)
Mujhpe iljaam hai ke maine phir se saccha pyar nahi kara (He-he-hey)

Aaj mujhe sab kuch hi dere ho
Kal mujhse sab kuch ye le loge
Main puchta rahunga ki galti kya?
Par tum kuch bhi na bologe
Bas tabhi main durr hi rehta hun
Dil se hi likhta aur kehta hun
Ke jo hai bana khud zero se
Usse tum ab kya hi le loge?
Ke mere jaisa mai bas ek hun, cheez aakhiri
Ye ghamand nahi hai jaana ye hai baat yaar ki
Ke main chala toh mere saath duniya saari chal padi
Toh woh bhi chhod aa gayi thi, galiyan apne yaar ki
Jeena haraam hai, wo gussa hoke kehti Raja nahi mila (Hnhaha)
Yahi anzaam hai, ke maine phir se saccha pyar nahi kara
(Aye, aye, krrrraaaa)
You might also like
Haatho me jaam hai
Hum roj peete hai par dil nahi bhara (He-he-hey)
Jhele nuksaan hai par kisi ka cheen apna fayda ni kara (He-he-hey)
Qatleaam hai, jinhone ne bhi peeche mere vaar hai kara (He-he-hey)
Mujhpe iljaam hai ke maine phir se saccha pyar nahi kara (He-he-hey)

Hum bhi the, jhaankre
Duniya ko paise se taapre
Kal thi Delhi waali saath toh aaj Jaipur waali baith ke taakh re
Kamre ki chaar diwaari se hoke nikalre, aaj fivestar naapre
After-party hoti aisi ke saari bandiyo ke munh pe ho baap re
Maano meri rakhna mujhse thoda faasla
Hoga ek hi ishaara, chal padega kaafila
Bedili bhi karli maine poori duniya se lada
Jab mere andar ke bhagwaan se shaitaan aa mila
Laga di aag bhi, ye duniya fukk gayi par Raja nahi jala (Hnhaha)
Aur uske baad bhi, wo gussa hoke kehti Raja nahi mila
(Aye, aye, krrrraaaa)

Haatho me jaam hai
Hum roj peete hai par dil nahi bhara (He-he-hey)
Jhele nuksaan hai par kisi ka cheen apna fayda ni kara (He-he-hey)
Qatleaam hai, jinhone ne bhi peeche mere vaar hai kara (He-he-hey)
Mujhpe iljaam hai ke maine phir se saccha pyar nahi kara (He-he-aye)",King
Picasso,"Tujhe sochne ki chhod
Bina dekhe tasveer bana dun main
Nigaahon mein meri...Tum Ho!
Tujhe dhoondhne ki chhod
Jab chaahun tujhe chhoo ke bataadun main
Fizaaon mein meri...Tum Ho!
Tujhe sochne ki chhod
Bina dekhe tasveer bana dun main
Nigaahon mein meri...Tum Ho!
Tujhe dhoondhne ki chhod
Jab chaahun tujhe chhoo ke bataadun main
Fizaaon mein meri...Tum Ho!

Ajkal raja sambhle na tere sheher walon se
Ajkal saare todh rakhe daant zeher walon ke
Mujhe nasha nai pasand par sajde mehkhaano ke
Maanu tumhe hi nasha ye tum batao kaise maanogе?
Khair!!
Ankhon mein tere surma hai jawaan
It makеs me hypnotise teri bahan ch main rawaan
Pata nahi tu kaise ise legi but baby if you ready then just be my baby mama?!
Kudi kari jaan lina meri flex
Munde kari jaan sign mera throw
Mere beriyaan nu pata kal bright
Tayiyon Raja inna kardeyaan glow
Kehndi baby mennu pata hega
Sara din gang gang mere aagge so sweet!
Duje phone wich Shooteraan de number saare scar face mennu laggan so freak
Main ta bas teri khair mangdiyaan
Tera naa leke taane kase sangdiyaan
You might also like
Jaana bachho mein tu rehna ab chhod de
Ye saale darr jaate chhote chhote mod pe
Maine aate hi le mahaaul banaya
Jab maare kehke bande aur hit dono road pe
Mera lifestyle thoda different
Karam peeche saare kaand hain front
Ek banda tode kitto ke ghamad
Baby if it's no risk maybe it's no fun
Bas meri jaan tu hi jaan pe bani
Mai jaha se bhi shuru kar lun khatam vahi
Jaha pe teri yaadein aayi mere ghar na ho
Zehen mein meri par saari rahein..

Tujhe sochne ki chhod
Bina dekhe tasveer bana dun main
Nigaahon mein meri...Tum Ho!
Tujhe dhoondhne ki chhod
Jab chaahun tujhe chhoo ke bataadun main
Fizaaon mein meri...Tum Ho!
Tujhe sochne ki chhod
Bina dekhe tasveer bana dun main
Nigaahon mein meri...Tum Ho!
Tujhe dhoondhne ki chhod
Jab chaahun tujhe chhoo ke bataadun main
Fizaaon mein meri...Tum Ho!",King
Tera Hua Na Mai Kabhi,"Tera hua na mai kabhi
Chal kisi aur ka sahi

Mujhse khafa hoke tu jo gayi
Kehna na, tune kyun roka nahi?
Mai reh lunga tujhse judaa hoke bhi
Par mujh jaisa milna tujhe na kabhi

Tera hua na mai kabhi
Chal kisi aur ka hi sahi
Haan ho gaye hum diwane
Ye bahane, jhutha na tujhsa koi
Tera hua na mai kabhi
Chal kisi aur ka sahi
Ho gaye hum diwane
Ye bahane, jhutha na tujhsa koi

Na tujhsa koi
Wooooohhh
Na tujhsa koi
Wooooohhh
You might also like
Galti itni saari thi tumne kari (Tumne kari)
Aur karke galti ek bhi maanti ho nahi (Maanti ho nahi)
Mere hisse ki jo thi khushi
Wo sabko jaake kyun baantdi
Ab maine lautke tere paas hai aana nahi
Soya ni kaafi raato se, jaagu mai khwabo me
Kiya bekabu hai, uske hi jaadu ne
Sunke hairaan hun mai
Kya tujhe ab bhi yaad hun me?

Mujhse khafa hoke tu jo gayi
Kehna na, tune kyun roka nahi?
Mai reh lunga tujhse judaa hoke bhi
Mujh jaisa milna tujhe na kabhi

Tera hua na mai kabhi
Chal kisi aur ka hi sahi
Haan ho gaye hum diwane
Ye bahane, jhutha na tujhsa koi
Tera hua na mai kabhi
Chal kisi aur ka sahi
Ho gaye hum diwane
Ye bahane, jhutha na tujhsa koi
Na tujhsa koi
Wooooohhh
Na tujhsa koi
Wooooohhh
King!

Aankhon me chupa tha jo pal mere saamne sach kabhi nahi aate
Aur bhool chuka tha ye sach dil, toote gum lautke, nahi jaate
Ab kya hi bataye, sach bas rooh ek meri lage saare jhuthe
Aur dukh bhi hua, jab taaro se jyada the sapne humare toote
Mai tabhi firun, raaton me leke un baaton ko
Haathon me leke jo tode un khwabo ko
Thoda hairaan hun mai
Kya tujhe ab bhi yaad mai?
Bhale tum mera naa bhi saath do
Chahe dil auro me baant do
Tum reh lena mujhse khafa hoke bhi
Par mujh jaisa milna tujhe na kabhi

Tera hua na mai kabhi
Chal kisi aur ka hi sahi
Haan ho gaye hum diwane
Ye bahane, jhutha na tujhsa koi
Tera hua na mai kabhi
Chal kisi aur ka sahi
Ho gaye hum diwane
Ye bahane, jhutha na tujhsa koi

Na tujhsa koi
Wooooohhh
Na tujhsa koi
Wooooohhh

Woooooh
Wooooohhh",King
Shaamein,"Tu jaane naa jaane
Mene teri baatein ki hain
Tujhko pata bhi nahi hae
Khraab yeh raatein ki hae
Jitne bhi ghamm the tumhare
Meri yaad bhulaa deti hae
Haste hasaate mujhko
Phir kyun rulaa deti hae
Jab hoti hain shaamein
Teri yaad bulaa leti hae
Yaad bulati hae
Teri yaad bulaa leti hae
Tanha joh rehta hu main
Mujhko sulaa deti hae

Teri yaad mein main betha rehta tanha sa
Na koi kaam hua nah hi mera mann lagaa
Na message kia na hi call kar sakaa
Dil nah toot jaaye
Dil hi dil mein darr laga
Jabse parr lage tujhe
Main na udhh sakaa
Khyaal rha koi mujhe khudka naaa
Door rha taaki tujhse judd sku
Yeh Khanjar mera aa K mujhe khud lagaa
You might also like
Tu jaane naa jaane
Mene teri baatein ki hain
Tujhko pata bhi nahi hae
Khraab yeh raatein ki hae
Jitne bhi ghamm the tumhare
Meri yaad bhulaa deti hae
Haste hasaate mujhko
Phir kyun rulaa deti hae
Jab hoti hain shaamein
Teri yaad bulaa leti hae
Yaad bulati hae
Teri yaad bulaa leti hae
Tanha joh rehta hu main
Mujhko sulaa deti hae

Tujhe sochu jab jab meri aankhein bhar aaye
Ke Maine pyaar kiya hai
Haali dino maine tujhe kahi kehte suna
Ke maine vaar kiya hai
Thoda theek se lagana dosh seekh leti
Ye sab dekh meri ruh bhi aankhein meech leti
Aafat to nahi thi koi aesi ke tu todhe dil
Thoda ruk jaati to wafa bhi karna seekh leti
Le karta dil tere hawale tu isme sheher ek banale baby
Jab toota dil leke hi nikle to kaise mile ghar tera?
Tu jaane naa jaane
Mene teri baatein ki hain
Tujhko pata bhi nahi hae
Khraab yeh raatein ki hae
Jitne bhi ghamm the tumhare
Meri yaad bhulaa deti hae
Haste hasaate mujhko
Phir kyun rulaa deti hae
Jab hoti hain shaamein
Teri yaad bulaa leti hae
Yaad bulati hae
Teri yaad bulaa leti hae
Tanha joh rehta hu main
Mujhko sulaa deti hae",King
WAY BIGGER,"
Yeah

She looked at me and called me handsome
वो जानती है I'm not any random
She's asking me, ""How many language you can speak?""
I said Gandhi, Elizabeth and Benjamin
वो हँस रही, वो जानती currency
मेरी history कहाँ और मैं कहाँ हूँ currently
मैंने देखा ले रही feeling, bees foot ऊँची ceiling (Yeah)
कामयाबी लम्बा रस्ता है but I'm not a lane switcher
सबको चाहिए सालों से but I got it way quicker
वो सोचते हैं काफी हूँ मैं fortunate, oh yes I'm
But my hardwork is way bigger
मैं करना चाहता नहीं ज्यादा **** रोने
पूरे जीवन रहे खोने, आँसुओं से आँसू धोने पर
X Miikey कहता सपने सच होने
उस्ताद हम इन servant room'on में फिरसे नहीं सोने
वो कहती मुझसे रातों में क्यू घूमता
मैं उन्हीं गलियों से निकलूँ तो खुदकी आँखें चूमता
मेरे जैसे बनते one in a million
ये सब ही जानते हैं, मैं बस आगे से नी पूछता
Insecurity, काफियों में आ रखी
और क्यों ना हो, चला रहा पूरी एक monopoly
Too many wannabes hated on me just because I fucked this game up in four years, single handedly
Single handedly? Yeah you heard it right
मैं London जा रहा लेके सुबह-सुबह की flight
एक हफ्ते के schedule में बातचीत इतनी tight
मैंने हलक के नीचे का इनका choke कर रखा windpipe
Is it worth the hate? Or is it worth the fight
शायद आपने देखा बस कलाकारी का एक ही side
दूसरी side, मेरे जैसे बहुत कम who decides what to do and what to say when the time is right
You might also like
And you can sit back 'n' relax and watch the clowns fight
I mean, it's up to you which side you wanna ride
Nothing last forever, that's my culprit side
So let me fuck this game up one more time baby

Yeah, checkout
Custom jewellery, custom outfits
मैं करूं concert तो मेरे ही show पे मेरे outlets
मेरा crowd lit, they sing along every goddamn song
दो घंटे से खड़ा सिर्फ़ देखूँ who sings the loudest
Who's the realest, who's the proudest
Who's just pretending cool just to be a part of it
Trust me I'm not proud of it
Trust me I've got lot of hits
Trust me I'm damn confident
Trust me I'm—
नज़रें फेर ना, तू मुड़के आके देखना
मैं वो लड़का सरकारी का जो जिंदगी में fail ना
मेरे एक भाई को है खेलना, मेरा एक भाई मेरी गैल ना
मेरा एक भाई OD से गया और एक को अब तक bail ना
Hmm, what a beautiful past
बातें ढूंढली होती जा रही हैं पर यादें हैं कैद
And I'm writing down the future I guess तीस साल advance
If you hate me till that day you might end up being a fan
You might end up being a fan
You know it
You might, end up being a fan
I know it",King
